"Xloc","Yloc","Landuse","Rock"
1.4,1.55,"Meadow","Quaternary"
1.4,1.6,"Meadow","Sequanian"
1.4,1.65,"Meadow","Sequanian"
1.4,1.7,"Meadow","Sequanian"
1.4,1.75,"Meadow","Sequanian"
1.4,1.8,"Meadow","Sequanian"
1.4,1.85,"Meadow","Sequanian"
1.4,1.9,"Meadow","Sequanian"
1.4,1.95,"Pasture","Sequanian"
1.4,2,"Pasture","Sequanian"
1.4,2.05,"Pasture","Sequanian"
1.4,2.1,"Pasture","Sequanian"
1.4,2.15,"Pasture","Sequanian"
1.4,2.2,"Pasture","Sequanian"
1.4,2.25,"Pasture","Sequanian"
1.4,2.3,"Pasture","Quaternary"
1.4,2.35,"Pasture","Quaternary"
1.4,2.4,"Meadow","Kimmeridgian"
1.4,2.45,"Meadow","Kimmeridgian"
1.4,2.5,"Meadow","Kimmeridgian"
1.4,2.55,"Meadow","Kimmeridgian"
1.4,2.6,"Meadow","Sequanian"
1.4,2.65,"Meadow","Sequanian"
1.4,2.7,"Meadow","Sequanian"
1.4,2.75,"Meadow","Sequanian"
1.4,2.8,"Meadow","Sequanian"
1.4,2.85,"Meadow","Sequanian"
1.4,2.9,"Meadow","Argovian"
1.4,2.95,"Meadow","Argovian"
1.4,3,"Meadow","Argovian"
1.4,3.05,"Meadow","Argovian"
1.4,3.1,"Meadow","Argovian"
1.4,3.15,"Meadow","Argovian"
1.4,3.2,"Meadow","Argovian"
1.4,3.25,"Meadow","Argovian"
1.4,3.3,"Meadow","Argovian"
1.45,0.6,"Pasture","Argovian"
1.45,0.65,"Pasture","Argovian"
1.45,0.7,"Pasture","Argovian"
1.45,0.75,"Pasture","Argovian"
1.45,0.8,"Pasture","Argovian"
1.45,0.85,"Meadow","Argovian"
1.45,0.9,"Meadow","Argovian"
1.45,0.95,"Meadow","Argovian"
1.45,1,"Meadow","Argovian"
1.45,1.05,"Meadow","Argovian"
1.45,1.1,"Tillage","Argovian"
1.45,1.15,"Tillage","Argovian"
1.45,1.2,"Forest","Quaternary"
1.45,1.25,"Meadow","Argovian"
1.45,1.3,"Meadow","Argovian"
1.45,1.35,"Meadow","Quaternary"
1.45,1.4,"Meadow","Quaternary"
1.45,1.45,"Meadow","Quaternary"
1.45,1.5,"Meadow","Quaternary"
1.45,1.55,"Meadow","Quaternary"
1.45,1.6,"Meadow","Sequanian"
1.45,1.65,"Meadow","Sequanian"
1.45,1.7,"Meadow","Sequanian"
1.45,1.75,"Pasture","Sequanian"
1.45,1.8,"Pasture","Sequanian"
1.45,1.85,"Pasture","Sequanian"
1.45,1.9,"Pasture","Sequanian"
1.45,1.95,"Pasture","Sequanian"
1.45,2,"Pasture","Sequanian"
1.45,2.05,"Pasture","Sequanian"
1.45,2.1,"Pasture","Sequanian"
1.45,2.15,"Pasture","Sequanian"
1.45,2.2,"Pasture","Sequanian"
1.45,2.25,"Pasture","Sequanian"
1.45,2.3,"Pasture","Sequanian"
1.45,2.35,"Pasture","Sequanian"
1.45,2.4,"Meadow","Quaternary"
1.45,2.45,"Meadow","Quaternary"
1.45,2.5,"Meadow","Kimmeridgian"
1.45,2.55,"Meadow","Kimmeridgian"
1.45,2.6,"Meadow","Kimmeridgian"
1.45,2.65,"Meadow","Sequanian"
1.45,2.7,"Meadow","Sequanian"
1.45,2.75,"Meadow","Sequanian"
1.45,2.8,"Meadow","Sequanian"
1.45,2.85,"Meadow","Sequanian"
1.45,2.9,"Meadow","Sequanian"
1.45,2.95,"Meadow","Sequanian"
1.45,3,"Meadow","Argovian"
1.45,3.05,"Meadow","Argovian"
1.45,3.1,"Meadow","Argovian"
1.45,3.15,"Meadow","Argovian"
1.45,3.2,"Meadow","Argovian"
1.45,3.25,"Meadow","Argovian"
1.45,3.3,"Meadow","Argovian"
1.5,0.4,"Pasture","Kimmeridgian"
1.5,0.6,"Pasture","Argovian"
1.5,0.65,"Pasture","Argovian"
1.5,0.7,"Pasture","Argovian"
1.5,0.75,"Pasture","Argovian"
1.5,0.8,"Pasture","Argovian"
1.5,0.85,"Meadow","Argovian"
1.5,0.9,"Meadow","Argovian"
1.5,0.95,"Meadow","Argovian"
1.5,1,"Meadow","Argovian"
1.5,1.05,"Meadow","Argovian"
1.5,1.1,"Tillage","Argovian"
1.5,1.15,"Tillage","Argovian"
1.5,1.2,"Forest","Quaternary"
1.5,1.25,"Meadow","Argovian"
1.5,1.3,"Meadow","Argovian"
1.5,1.35,"Meadow","Quaternary"
1.5,1.4,"Meadow","Quaternary"
1.5,1.45,"Meadow","Quaternary"
1.5,1.5,"Meadow","Quaternary"
1.5,1.55,"Meadow","Quaternary"
1.5,1.6,"Meadow","Sequanian"
1.5,1.65,"Meadow","Sequanian"
1.5,1.7,"Meadow","Sequanian"
1.5,1.75,"Pasture","Sequanian"
1.5,1.8,"Pasture","Sequanian"
1.5,1.85,"Pasture","Sequanian"
1.5,1.9,"Pasture","Sequanian"
1.5,1.95,"Pasture","Sequanian"
1.5,2,"Pasture","Sequanian"
1.5,2.05,"Pasture","Sequanian"
1.5,2.1,"Pasture","Sequanian"
1.5,2.15,"Pasture","Sequanian"
1.5,2.2,"Pasture","Sequanian"
1.5,2.25,"Pasture","Sequanian"
1.5,2.3,"Pasture","Sequanian"
1.5,2.35,"Pasture","Sequanian"
1.5,2.4,"Meadow","Quaternary"
1.5,2.45,"Meadow","Quaternary"
1.5,2.5,"Meadow","Kimmeridgian"
1.5,2.55,"Meadow","Kimmeridgian"
1.5,2.6,"Meadow","Kimmeridgian"
1.5,2.65,"Meadow","Sequanian"
1.5,2.7,"Meadow","Sequanian"
1.5,2.75,"Meadow","Sequanian"
1.5,2.8,"Meadow","Sequanian"
1.5,2.85,"Meadow","Sequanian"
1.5,2.9,"Meadow","Sequanian"
1.5,2.95,"Meadow","Sequanian"
1.5,3,"Meadow","Argovian"
1.5,3.05,"Meadow","Argovian"
1.5,3.1,"Meadow","Argovian"
1.5,3.15,"Meadow","Argovian"
1.5,3.2,"Meadow","Argovian"
1.5,3.25,"Meadow","Argovian"
1.5,3.3,"Meadow","Argovian"
1.55,0.4,"Pasture","Kimmeridgian"
1.55,0.45,"Pasture","Kimmeridgian"
1.55,0.6,"Pasture","Argovian"
1.55,0.65,"Pasture","Argovian"
1.55,0.7,"Pasture","Argovian"
1.55,0.75,"Pasture","Argovian"
1.55,0.8,"Pasture","Argovian"
1.55,0.85,"Meadow","Argovian"
1.55,0.9,"Meadow","Argovian"
1.55,0.95,"Meadow","Argovian"
1.55,1,"Meadow","Argovian"
1.55,1.05,"Meadow","Argovian"
1.55,1.1,"Tillage","Argovian"
1.55,1.15,"Tillage","Argovian"
1.55,1.2,"Forest","Quaternary"
1.55,1.25,"Meadow","Argovian"
1.55,1.3,"Meadow","Argovian"
1.55,1.35,"Meadow","Quaternary"
1.55,1.4,"Meadow","Quaternary"
1.55,1.45,"Meadow","Quaternary"
1.55,1.5,"Meadow","Quaternary"
1.55,1.55,"Meadow","Quaternary"
1.55,1.6,"Meadow","Sequanian"
1.55,1.65,"Meadow","Sequanian"
1.55,1.7,"Meadow","Sequanian"
1.55,1.75,"Pasture","Sequanian"
1.55,1.8,"Pasture","Sequanian"
1.55,1.85,"Pasture","Sequanian"
1.55,1.9,"Pasture","Sequanian"
1.55,1.95,"Pasture","Sequanian"
1.55,2,"Pasture","Sequanian"
1.55,2.05,"Pasture","Sequanian"
1.55,2.1,"Pasture","Sequanian"
1.55,2.15,"Pasture","Sequanian"
1.55,2.2,"Pasture","Sequanian"
1.55,2.25,"Pasture","Sequanian"
1.55,2.3,"Pasture","Sequanian"
1.55,2.35,"Pasture","Sequanian"
1.55,2.4,"Meadow","Quaternary"
1.55,2.45,"Meadow","Quaternary"
1.55,2.5,"Meadow","Kimmeridgian"
1.55,2.55,"Meadow","Kimmeridgian"
1.55,2.6,"Meadow","Kimmeridgian"
1.55,2.65,"Meadow","Sequanian"
1.55,2.7,"Meadow","Sequanian"
1.55,2.75,"Meadow","Sequanian"
1.55,2.8,"Meadow","Sequanian"
1.55,2.85,"Meadow","Sequanian"
1.55,2.9,"Meadow","Sequanian"
1.55,2.95,"Meadow","Sequanian"
1.55,3,"Meadow","Argovian"
1.55,3.05,"Meadow","Argovian"
1.55,3.1,"Meadow","Argovian"
1.55,3.15,"Meadow","Argovian"
1.55,3.2,"Meadow","Argovian"
1.55,3.25,"Meadow","Argovian"
1.55,3.3,"Meadow","Argovian"
1.55,3.35,"Meadow","Argovian"
1.6,0.3,"Meadow","Kimmeridgian"
1.6,0.35,"Meadow","Kimmeridgian"
1.6,0.4,"Pasture","Kimmeridgian"
1.6,0.45,"Pasture","Kimmeridgian"
1.6,0.5,"Pasture","Kimmeridgian"
1.6,0.55,"Pasture","Sequanian"
1.6,0.6,"Pasture","Sequanian"
1.6,0.65,"Pasture","Sequanian"
1.6,0.7,"Pasture","Argovian"
1.6,0.75,"Pasture","Argovian"
1.6,0.8,"Pasture","Argovian"
1.6,0.85,"Meadow","Argovian"
1.6,0.9,"Meadow","Argovian"
1.6,0.95,"Meadow","Argovian"
1.6,1,"Meadow","Argovian"
1.6,1.05,"Meadow","Argovian"
1.6,1.1,"Tillage","Argovian"
1.6,1.15,"Tillage","Argovian"
1.6,1.2,"Tillage","Quaternary"
1.6,1.25,"Meadow","Argovian"
1.6,1.3,"Meadow","Argovian"
1.6,1.35,"Meadow","Quaternary"
1.6,1.4,"Meadow","Quaternary"
1.6,1.45,"Meadow","Sequanian"
1.6,1.5,"Meadow","Sequanian"
1.6,1.55,"Meadow","Sequanian"
1.6,1.6,"Meadow","Sequanian"
1.6,1.65,"Meadow","Sequanian"
1.6,1.7,"Meadow","Sequanian"
1.6,1.75,"Meadow","Sequanian"
1.6,1.8,"Tillage","Sequanian"
1.6,1.85,"Pasture","Kimmeridgian"
1.6,1.9,"Pasture","Kimmeridgian"
1.6,1.95,"Tillage","Sequanian"
1.6,2,"Tillage","Sequanian"
1.6,2.05,"Tillage","Sequanian"
1.6,2.1,"Tillage","Sequanian"
1.6,2.15,"Tillage","Sequanian"
1.6,2.2,"Tillage","Sequanian"
1.6,2.25,"Tillage","Sequanian"
1.6,2.3,"Tillage","Sequanian"
1.6,2.35,"Tillage","Sequanian"
1.6,2.4,"Meadow","Sequanian"
1.6,2.45,"Meadow","Sequanian"
1.6,2.5,"Meadow","Kimmeridgian"
1.6,2.55,"Meadow","Kimmeridgian"
1.6,2.6,"Meadow","Kimmeridgian"
1.6,2.65,"Meadow","Kimmeridgian"
1.6,2.7,"Meadow","Kimmeridgian"
1.6,2.75,"Meadow","Kimmeridgian"
1.6,2.8,"Tillage","Sequanian"
1.6,2.85,"Tillage","Sequanian"
1.6,2.9,"Meadow","Sequanian"
1.6,2.95,"Meadow","Sequanian"
1.6,3,"Meadow","Sequanian"
1.6,3.05,"Meadow","Sequanian"
1.6,3.1,"Meadow","Argovian"
1.6,3.15,"Meadow","Argovian"
1.6,3.2,"Meadow","Argovian"
1.6,3.25,"Meadow","Argovian"
1.6,3.3,"Meadow","Argovian"
1.6,3.35,"Meadow","Argovian"
1.6,3.4,"Meadow","Argovian"
1.65,0.35,"Meadow","Kimmeridgian"
1.65,0.4,"Pasture","Kimmeridgian"
1.65,0.45,"Pasture","Kimmeridgian"
1.65,0.5,"Pasture","Kimmeridgian"
1.65,0.55,"Pasture","Sequanian"
1.65,0.6,"Pasture","Sequanian"
1.65,0.65,"Pasture","Sequanian"
1.65,0.7,"Pasture","Argovian"
1.65,0.75,"Pasture","Argovian"
1.65,0.8,"Pasture","Argovian"
1.65,0.85,"Meadow","Argovian"
1.65,0.9,"Meadow","Argovian"
1.65,0.95,"Meadow","Argovian"
1.65,1,"Meadow","Argovian"
1.65,1.05,"Meadow","Argovian"
1.65,1.1,"Tillage","Argovian"
1.65,1.15,"Tillage","Argovian"
1.65,1.2,"Tillage","Quaternary"
1.65,1.25,"Meadow","Argovian"
1.65,1.3,"Meadow","Argovian"
1.65,1.35,"Meadow","Quaternary"
1.65,1.4,"Meadow","Quaternary"
1.65,1.45,"Meadow","Sequanian"
1.65,1.5,"Meadow","Sequanian"
1.65,1.55,"Meadow","Sequanian"
1.65,1.6,"Meadow","Sequanian"
1.65,1.65,"Meadow","Sequanian"
1.65,1.7,"Meadow","Sequanian"
1.65,1.75,"Meadow","Sequanian"
1.65,1.8,"Tillage","Sequanian"
1.65,1.85,"Pasture","Kimmeridgian"
1.65,1.9,"Pasture","Kimmeridgian"
1.65,1.95,"Tillage","Sequanian"
1.65,2,"Tillage","Sequanian"
1.65,2.05,"Tillage","Sequanian"
1.65,2.1,"Tillage","Sequanian"
1.65,2.15,"Tillage","Sequanian"
1.65,2.2,"Tillage","Sequanian"
1.65,2.25,"Tillage","Sequanian"
1.65,2.3,"Tillage","Sequanian"
1.65,2.35,"Tillage","Sequanian"
1.65,2.4,"Meadow","Sequanian"
1.65,2.45,"Meadow","Sequanian"
1.65,2.5,"Meadow","Kimmeridgian"
1.65,2.55,"Meadow","Kimmeridgian"
1.65,2.6,"Meadow","Kimmeridgian"
1.65,2.65,"Meadow","Kimmeridgian"
1.65,2.7,"Meadow","Kimmeridgian"
1.65,2.75,"Meadow","Kimmeridgian"
1.65,2.8,"Tillage","Sequanian"
1.65,2.85,"Tillage","Sequanian"
1.65,2.9,"Meadow","Sequanian"
1.65,2.95,"Meadow","Sequanian"
1.65,3,"Meadow","Sequanian"
1.65,3.05,"Meadow","Sequanian"
1.65,3.1,"Meadow","Argovian"
1.65,3.15,"Meadow","Argovian"
1.65,3.2,"Meadow","Argovian"
1.65,3.25,"Meadow","Argovian"
1.65,3.3,"Meadow","Argovian"
1.65,3.35,"Meadow","Argovian"
1.65,3.4,"Meadow","Argovian"
1.7,0.4,"Pasture","Kimmeridgian"
1.7,0.45,"Pasture","Kimmeridgian"
1.7,0.5,"Pasture","Kimmeridgian"
1.7,0.55,"Pasture","Kimmeridgian"
1.7,0.6,"Pasture","Sequanian"
1.7,0.65,"Pasture","Sequanian"
1.7,0.7,"Pasture","Quaternary"
1.7,0.75,"Pasture","Argovian"
1.7,0.8,"Pasture","Argovian"
1.7,0.85,"Meadow","Argovian"
1.7,0.9,"Meadow","Argovian"
1.7,0.95,"Meadow","Argovian"
1.7,1,"Meadow","Argovian"
1.7,1.05,"Meadow","Argovian"
1.7,1.1,"Meadow","Argovian"
1.7,1.15,"Meadow","Argovian"
1.7,1.2,"Meadow","Quaternary"
1.7,1.25,"Meadow","Argovian"
1.7,1.3,"Meadow","Argovian"
1.7,1.35,"Meadow","Quaternary"
1.7,1.4,"Meadow","Quaternary"
1.7,1.45,"Meadow","Sequanian"
1.7,1.5,"Meadow","Sequanian"
1.7,1.55,"Meadow","Sequanian"
1.7,1.6,"Meadow","Sequanian"
1.7,1.65,"Meadow","Sequanian"
1.7,1.7,"Tillage","Sequanian"
1.7,1.75,"Tillage","Sequanian"
1.7,1.8,"Meadow","Sequanian"
1.7,1.85,"Meadow","Sequanian"
1.7,1.9,"Meadow","Sequanian"
1.7,1.95,"Meadow","Kimmeridgian"
1.7,2,"Meadow","Kimmeridgian"
1.7,2.05,"Meadow","Kimmeridgian"
1.7,2.1,"Tillage","Sequanian"
1.7,2.15,"Tillage","Sequanian"
1.7,2.2,"Tillage","Sequanian"
1.7,2.25,"Meadow","Sequanian"
1.7,2.3,"Meadow","Sequanian"
1.7,2.35,"Meadow","Sequanian"
1.7,2.4,"Meadow","Sequanian"
1.7,2.45,"Meadow","Sequanian"
1.7,2.5,"Meadow","Kimmeridgian"
1.7,2.55,"Meadow","Kimmeridgian"
1.7,2.6,"Meadow","Kimmeridgian"
1.7,2.65,"Meadow","Kimmeridgian"
1.7,2.7,"Meadow","Kimmeridgian"
1.7,2.75,"Meadow","Kimmeridgian"
1.7,2.8,"Meadow","Sequanian"
1.7,2.85,"Meadow","Sequanian"
1.7,2.9,"Meadow","Sequanian"
1.7,2.95,"Meadow","Sequanian"
1.7,3,"Meadow","Sequanian"
1.7,3.05,"Meadow","Sequanian"
1.7,3.1,"Meadow","Argovian"
1.7,3.15,"Forest","Argovian"
1.7,3.2,"Forest","Argovian"
1.7,3.25,"Forest","Argovian"
1.7,3.3,"Forest","Argovian"
1.7,3.35,"Forest","Argovian"
1.7,3.4,"Meadow","Argovian"
1.75,0.4,"Pasture","Kimmeridgian"
1.75,0.45,"Pasture","Kimmeridgian"
1.75,0.5,"Pasture","Kimmeridgian"
1.75,0.55,"Pasture","Kimmeridgian"
1.75,0.6,"Pasture","Sequanian"
1.75,0.65,"Pasture","Sequanian"
1.75,0.7,"Pasture","Sequanian"
1.75,0.75,"Pasture","Sequanian"
1.75,0.8,"Meadow","Quaternary"
1.75,0.85,"Meadow","Argovian"
1.75,0.9,"Meadow","Argovian"
1.75,0.95,"Meadow","Argovian"
1.75,1,"Meadow","Argovian"
1.75,1.05,"Meadow","Argovian"
1.75,1.1,"Meadow","Argovian"
1.75,1.15,"Meadow","Argovian"
1.75,1.2,"Meadow","Quaternary"
1.75,1.25,"Meadow","Quaternary"
1.75,1.3,"Meadow","Argovian"
1.75,1.35,"Meadow","Quaternary"
1.75,1.4,"Meadow","Quaternary"
1.75,1.45,"Meadow","Sequanian"
1.75,1.5,"Meadow","Sequanian"
1.75,1.55,"Meadow","Sequanian"
1.75,1.6,"Meadow","Sequanian"
1.75,1.65,"Meadow","Sequanian"
1.75,1.7,"Tillage","Sequanian"
1.75,1.75,"Tillage","Sequanian"
1.75,1.8,"Meadow","Sequanian"
1.75,1.85,"Meadow","Sequanian"
1.75,1.9,"Meadow","Sequanian"
1.75,1.95,"Meadow","Sequanian"
1.75,2,"Meadow","Sequanian"
1.75,2.05,"Meadow","Sequanian"
1.75,2.1,"Tillage","Sequanian"
1.75,2.15,"Meadow","Sequanian"
1.75,2.2,"Meadow","Sequanian"
1.75,2.25,"Meadow","Sequanian"
1.75,2.3,"Meadow","Sequanian"
1.75,2.35,"Meadow","Sequanian"
1.75,2.4,"Meadow","Sequanian"
1.75,2.45,"Meadow","Sequanian"
1.75,2.5,"Meadow","Kimmeridgian"
1.75,2.55,"Meadow","Kimmeridgian"
1.75,2.6,"Meadow","Kimmeridgian"
1.75,2.65,"Meadow","Kimmeridgian"
1.75,2.7,"Meadow","Kimmeridgian"
1.75,2.75,"Meadow","Kimmeridgian"
1.75,2.8,"Meadow","Kimmeridgian"
1.75,2.85,"Meadow","Kimmeridgian"
1.75,2.9,"Meadow","Sequanian"
1.75,2.95,"Meadow","Sequanian"
1.75,3,"Meadow","Sequanian"
1.75,3.05,"Meadow","Sequanian"
1.75,3.1,"Meadow","Sequanian"
1.75,3.15,"Meadow","Argovian"
1.75,3.2,"Meadow","Argovian"
1.75,3.25,"Meadow","Argovian"
1.75,3.3,"Forest","Argovian"
1.75,3.35,"Forest","Argovian"
1.75,3.4,"Meadow","Argovian"
1.8,0.3,"Pasture","Kimmeridgian"
1.8,0.35,"Pasture","Kimmeridgian"
1.8,0.4,"Pasture","Kimmeridgian"
1.8,0.45,"Pasture","Kimmeridgian"
1.8,0.5,"Pasture","Kimmeridgian"
1.8,0.55,"Pasture","Kimmeridgian"
1.8,0.6,"Pasture","Sequanian"
1.8,0.65,"Pasture","Sequanian"
1.8,0.7,"Pasture","Sequanian"
1.8,0.75,"Pasture","Sequanian"
1.8,0.8,"Meadow","Quaternary"
1.8,0.85,"Meadow","Argovian"
1.8,0.9,"Meadow","Argovian"
1.8,0.95,"Meadow","Argovian"
1.8,1,"Meadow","Argovian"
1.8,1.05,"Meadow","Argovian"
1.8,1.1,"Meadow","Argovian"
1.8,1.15,"Meadow","Argovian"
1.8,1.2,"Meadow","Quaternary"
1.8,1.25,"Meadow","Quaternary"
1.8,1.3,"Meadow","Argovian"
1.8,1.35,"Meadow","Quaternary"
1.8,1.4,"Meadow","Quaternary"
1.8,1.45,"Meadow","Sequanian"
1.8,1.5,"Meadow","Sequanian"
1.8,1.55,"Meadow","Sequanian"
1.8,1.6,"Meadow","Sequanian"
1.8,1.65,"Meadow","Sequanian"
1.8,1.7,"Meadow","Sequanian"
1.8,1.75,"Meadow","Sequanian"
1.8,1.8,"Meadow","Sequanian"
1.8,1.85,"Meadow","Sequanian"
1.8,1.9,"Meadow","Sequanian"
1.8,1.95,"Meadow","Sequanian"
1.8,2,"Meadow","Sequanian"
1.8,2.05,"Meadow","Sequanian"
1.8,2.1,"Meadow","Sequanian"
1.8,2.15,"Meadow","Sequanian"
1.8,2.2,"Meadow","Sequanian"
1.8,2.25,"Meadow","Sequanian"
1.8,2.3,"Meadow","Sequanian"
1.8,2.35,"Meadow","Sequanian"
1.8,2.4,"Meadow","Kimmeridgian"
1.8,2.45,"Meadow","Kimmeridgian"
1.8,2.5,"Meadow","Kimmeridgian"
1.8,2.55,"Meadow","Kimmeridgian"
1.8,2.6,"Meadow","Kimmeridgian"
1.8,2.65,"Meadow","Kimmeridgian"
1.8,2.7,"Meadow","Kimmeridgian"
1.8,2.75,"Meadow","Kimmeridgian"
1.8,2.8,"Meadow","Kimmeridgian"
1.8,2.85,"Meadow","Kimmeridgian"
1.8,2.9,"Meadow","Sequanian"
1.8,2.95,"Meadow","Sequanian"
1.8,3,"Meadow","Sequanian"
1.8,3.05,"Meadow","Sequanian"
1.8,3.1,"Meadow","Sequanian"
1.8,3.15,"Meadow","Argovian"
1.8,3.2,"Meadow","Argovian"
1.8,3.25,"Meadow","Argovian"
1.8,3.3,"Meadow","Argovian"
1.8,3.35,"Meadow","Argovian"
1.8,3.4,"Meadow","Argovian"
1.85,0.3,"Pasture","Kimmeridgian"
1.85,0.35,"Pasture","Kimmeridgian"
1.85,0.4,"Pasture","Kimmeridgian"
1.85,0.45,"Pasture","Kimmeridgian"
1.85,0.5,"Pasture","Kimmeridgian"
1.85,0.55,"Pasture","Kimmeridgian"
1.85,0.6,"Pasture","Sequanian"
1.85,0.65,"Pasture","Sequanian"
1.85,0.7,"Pasture","Sequanian"
1.85,0.75,"Pasture","Sequanian"
1.85,0.8,"Pasture","Quaternary"
1.85,0.85,"Meadow","Argovian"
1.85,0.9,"Meadow","Argovian"
1.85,0.95,"Meadow","Argovian"
1.85,1,"Meadow","Argovian"
1.85,1.05,"Meadow","Argovian"
1.85,1.1,"Meadow","Argovian"
1.85,1.15,"Meadow","Argovian"
1.85,1.2,"Meadow","Quaternary"
1.85,1.25,"Meadow","Quaternary"
1.85,1.3,"Meadow","Argovian"
1.85,1.35,"Meadow","Quaternary"
1.85,1.4,"Meadow","Quaternary"
1.85,1.45,"Meadow","Sequanian"
1.85,1.5,"Meadow","Sequanian"
1.85,1.55,"Meadow","Sequanian"
1.85,1.6,"Meadow","Sequanian"
1.85,1.65,"Meadow","Sequanian"
1.85,1.7,"Meadow","Sequanian"
1.85,1.75,"Meadow","Sequanian"
1.85,1.8,"Forest","Sequanian"
1.85,1.85,"Meadow","Sequanian"
1.85,1.9,"Meadow","Sequanian"
1.85,1.95,"Meadow","Sequanian"
1.85,2,"Meadow","Sequanian"
1.85,2.05,"Meadow","Sequanian"
1.85,2.1,"Meadow","Sequanian"
1.85,2.15,"Meadow","Sequanian"
1.85,2.2,"Meadow","Sequanian"
1.85,2.25,"Meadow","Sequanian"
1.85,2.3,"Meadow","Sequanian"
1.85,2.35,"Meadow","Sequanian"
1.85,2.4,"Meadow","Kimmeridgian"
1.85,2.45,"Meadow","Kimmeridgian"
1.85,2.5,"Meadow","Kimmeridgian"
1.85,2.55,"Meadow","Kimmeridgian"
1.85,2.6,"Meadow","Kimmeridgian"
1.85,2.65,"Meadow","Sequanian"
1.85,2.7,"Meadow","Sequanian"
1.85,2.75,"Meadow","Sequanian"
1.85,2.8,"Meadow","Sequanian"
1.85,2.85,"Meadow","Sequanian"
1.85,2.9,"Meadow","Sequanian"
1.85,2.95,"Meadow","Sequanian"
1.85,3,"Meadow","Sequanian"
1.85,3.05,"Meadow","Sequanian"
1.85,3.1,"Meadow","Sequanian"
1.85,3.15,"Meadow","Argovian"
1.85,3.2,"Meadow","Argovian"
1.85,3.25,"Meadow","Argovian"
1.85,3.3,"Meadow","Argovian"
1.85,3.35,"Meadow","Argovian"
1.85,3.4,"Meadow","Argovian"
1.85,3.45,"Meadow","Argovian"
1.9,0.2,"Pasture","Portlandian"
1.9,0.25,"Pasture","Portlandian"
1.9,0.3,"Pasture","Kimmeridgian"
1.9,0.35,"Pasture","Kimmeridgian"
1.9,0.4,"Pasture","Kimmeridgian"
1.9,0.45,"Pasture","Kimmeridgian"
1.9,0.5,"Pasture","Kimmeridgian"
1.9,0.55,"Pasture","Kimmeridgian"
1.9,0.6,"Pasture","Sequanian"
1.9,0.65,"Pasture","Sequanian"
1.9,0.7,"Pasture","Sequanian"
1.9,0.75,"Pasture","Sequanian"
1.9,0.8,"Pasture","Quaternary"
1.9,0.85,"Meadow","Argovian"
1.9,0.9,"Meadow","Argovian"
1.9,0.95,"Meadow","Argovian"
1.9,1,"Meadow","Argovian"
1.9,1.05,"Meadow","Argovian"
1.9,1.1,"Meadow","Argovian"
1.9,1.15,"Meadow","Argovian"
1.9,1.2,"Meadow","Quaternary"
1.9,1.25,"Meadow","Quaternary"
1.9,1.3,"Meadow","Argovian"
1.9,1.35,"Meadow","Quaternary"
1.9,1.4,"Meadow","Quaternary"
1.9,1.45,"Meadow","Sequanian"
1.9,1.5,"Meadow","Sequanian"
1.9,1.55,"Meadow","Sequanian"
1.9,1.6,"Meadow","Sequanian"
1.9,1.65,"Meadow","Sequanian"
1.9,1.7,"Meadow","Sequanian"
1.9,1.75,"Meadow","Sequanian"
1.9,1.8,"Forest","Sequanian"
1.9,1.85,"Meadow","Sequanian"
1.9,1.9,"Meadow","Sequanian"
1.9,1.95,"Meadow","Sequanian"
1.9,2,"Meadow","Sequanian"
1.9,2.05,"Meadow","Sequanian"
1.9,2.1,"Meadow","Sequanian"
1.9,2.15,"Meadow","Sequanian"
1.9,2.2,"Meadow","Sequanian"
1.9,2.25,"Meadow","Sequanian"
1.9,2.3,"Meadow","Sequanian"
1.9,2.35,"Meadow","Sequanian"
1.9,2.4,"Meadow","Kimmeridgian"
1.9,2.45,"Meadow","Kimmeridgian"
1.9,2.5,"Meadow","Kimmeridgian"
1.9,2.55,"Meadow","Kimmeridgian"
1.9,2.6,"Meadow","Kimmeridgian"
1.9,2.65,"Meadow","Sequanian"
1.9,2.7,"Meadow","Sequanian"
1.9,2.75,"Meadow","Sequanian"
1.9,2.8,"Meadow","Sequanian"
1.9,2.85,"Meadow","Sequanian"
1.9,2.9,"Meadow","Sequanian"
1.9,2.95,"Meadow","Sequanian"
1.9,3,"Meadow","Sequanian"
1.9,3.05,"Meadow","Sequanian"
1.9,3.1,"Meadow","Sequanian"
1.9,3.15,"Meadow","Argovian"
1.9,3.2,"Meadow","Argovian"
1.9,3.25,"Meadow","Argovian"
1.9,3.3,"Meadow","Argovian"
1.9,3.35,"Meadow","Argovian"
1.9,3.4,"Meadow","Argovian"
1.9,3.45,"Meadow","Argovian"
1.9,3.5,"Meadow","Argovian"
1.95,0.2,"Pasture","Portlandian"
1.95,0.25,"Pasture","Portlandian"
1.95,0.3,"Pasture","Portlandian"
1.95,0.35,"Pasture","Portlandian"
1.95,0.4,"Pasture","Kimmeridgian"
1.95,0.45,"Pasture","Kimmeridgian"
1.95,0.5,"Pasture","Kimmeridgian"
1.95,0.55,"Pasture","Sequanian"
1.95,0.6,"Pasture","Sequanian"
1.95,0.65,"Pasture","Sequanian"
1.95,0.7,"Pasture","Sequanian"
1.95,0.75,"Pasture","Quaternary"
1.95,0.8,"Pasture","Quaternary"
1.95,0.85,"Meadow","Argovian"
1.95,0.9,"Meadow","Argovian"
1.95,0.95,"Meadow","Argovian"
1.95,1,"Meadow","Argovian"
